"Jahr";"StaeNichtStaeBev_CD";"StaeNichtStaeBev";"Auslaendergruppe_CD";"Auslaendergruppe";"Sektor_CD";"Sektor";"Geschlecht_CD";"Geschlecht";"Arbeitskanton_CD";"Arbeitskanton";"Nation_CD";"Nation";"Kontinent_CD";"Kontinent";"EuropaDrittstaat_CD";"EuropaDrittstaat";"AnzahlPersonen"
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";401;"Argentinien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";406;"Brasilien";3;"Amerika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";207;"Deutschland";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";218;"Italien";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";229;"Österreich";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";232;"Rumänien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";7;"Nidwalden";207;"Deutschland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";8;"Glarus";205;"Bulgarien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";8;"Glarus";231;"Portugal";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";8;"Glarus";243;"Slowakische Republik";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";205;"Bulgarien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";207;"Deutschland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";230;"Polen";1;"Europa";2;"EU-8";5
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";232;"Rumänien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";265;"Ukraine";1;"Europa";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";406;"Brasilien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";205;"Bulgarien";1;"Europa";3;"EU-2";7
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";230;"Polen";1;"Europa";2;"EU-8";12
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";231;"Portugal";1;"Europa";1;"EU-17";9
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";232;"Rumänien";1;"Europa";3;"EU-2";12
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";240;"Ungarn";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";230;"Polen";1;"Europa";2;"EU-8";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";232;"Rumänien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";265;"Ukraine";1;"Europa";6;"Drittstaaten";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";406;"Brasilien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";207;"Deutschland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";230;"Polen";1;"Europa";2;"EU-8";7
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";232;"Rumänien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";240;"Ungarn";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";406;"Brasilien";3;"Amerika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";230;"Polen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";232;"Rumänien";1;"Europa";3;"EU-2";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";207;"Deutschland";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";218;"Italien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";230;"Polen";1;"Europa";2;"EU-8";14
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";232;"Rumänien";1;"Europa";3;"EU-2";12
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";240;"Ungarn";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";265;"Ukraine";1;"Europa";6;"Drittstaaten";11
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";406;"Brasilien";3;"Amerika";6;"Drittstaaten";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";207;"Deutschland";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";218;"Italien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";230;"Polen";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";231;"Portugal";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";232;"Rumänien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";240;"Ungarn";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";250;"Kroatien";1;"Europa";4;"EU-1";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";230;"Polen";1;"Europa";2;"EU-8";14
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";231;"Portugal";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";232;"Rumänien";1;"Europa";3;"EU-2";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";240;"Ungarn";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";243;"Slowakische Republik";1;"Europa";2;"EU-8";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";265;"Ukraine";1;"Europa";6;"Drittstaaten";7
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";349;"Südafrika";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";406;"Brasilien";3;"Amerika";6;"Drittstaaten";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";205;"Bulgarien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";230;"Polen";1;"Europa";2;"EU-8";34
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";231;"Portugal";1;"Europa";1;"EU-17";7
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";232;"Rumänien";1;"Europa";3;"EU-2";24
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";240;"Ungarn";1;"Europa";2;"EU-8";8
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";243;"Slowakische Republik";1;"Europa";2;"EU-8";5
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";261;"Lettland";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";349;"Südafrika";2;"Afrika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";401;"Argentinien";3;"Amerika";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";406;"Brasilien";3;"Amerika";6;"Drittstaaten";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";21;"Tessin";205;"Bulgarien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";21;"Tessin";218;"Italien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";21;"Tessin";262;"Litauen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";205;"Bulgarien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";230;"Polen";1;"Europa";2;"EU-8";5
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";231;"Portugal";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";232;"Rumänien";1;"Europa";3;"EU-2";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";264;"Russland";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";205;"Bulgarien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";212;"Frankreich";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";218;"Italien";1;"Europa";1;"EU-17";5
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";230;"Polen";1;"Europa";2;"EU-8";7
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";231;"Portugal";1;"Europa";1;"EU-17";12
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";232;"Rumänien";1;"Europa";3;"EU-2";9
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";236;"Spanien";1;"Europa";1;"EU-17";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";24;"Neuenburg";231;"Portugal";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";24;"Neuenburg";232;"Rumänien";1;"Europa";3;"EU-2";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";25;"Genf";230;"Polen";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";25;"Genf";232;"Rumänien";1;"Europa";3;"EU-2";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";25;"Genf";236;"Spanien";1;"Europa";1;"EU-17";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";26;"Jura";230;"Polen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";26;"Jura";232;"Rumänien";1;"Europa";3;"EU-2";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";230;"Polen";1;"Europa";2;"EU-8";6
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";231;"Portugal";1;"Europa";1;"EU-17";4
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";232;"Rumänien";1;"Europa";3;"EU-2";3
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";243;"Slowakische Republik";1;"Europa";2;"EU-8";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";262;"Litauen";1;"Europa";2;"EU-8";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";264;"Russland";1;"Europa";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";406;"Brasilien";3;"Amerika";6;"Drittstaaten";2
2019;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";207;"Deutschland";1;"Europa";1;"EU-17";2
