"Jahr";"StaeNichtStaeBev_CD";"StaeNichtStaeBev";"Auslaendergruppe_CD";"Auslaendergruppe";"Sektor_CD";"Sektor";"Geschlecht_CD";"Geschlecht";"Arbeitskanton_CD";"Arbeitskanton";"Nation_CD";"Nation";"Kontinent_CD";"Kontinent";"EuropaDrittstaat_CD";"EuropaDrittstaat";"AnzahlPersonen"
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";205;"Bulgarien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";230;"Polen";1;"Europa";1;"EU";11
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";232;"Rumänien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";240;"Ungarn";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";243;"Slowakische Republik";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";264;"Russland";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";265;"Ukraine";1;"Europa";3;"Drittstaaten";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";406;"Brasilien";3;"Amerika";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";229;"Österreich";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";232;"Rumänien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";265;"Ukraine";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";205;"Bulgarien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";230;"Polen";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";232;"Rumänien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";243;"Slowakische Republik";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";265;"Ukraine";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";406;"Brasilien";3;"Amerika";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";205;"Bulgarien";1;"Europa";1;"EU";5
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";230;"Polen";1;"Europa";1;"EU";17
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";231;"Portugal";1;"Europa";1;"EU";8
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";232;"Rumänien";1;"Europa";1;"EU";7
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";230;"Polen";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";232;"Rumänien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";406;"Brasilien";3;"Amerika";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";207;"Deutschland";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";230;"Polen";1;"Europa";1;"EU";6
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";232;"Rumänien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";262;"Litauen";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";264;"Russland";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";265;"Ukraine";1;"Europa";3;"Drittstaaten";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";406;"Brasilien";3;"Amerika";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";230;"Polen";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";232;"Rumänien";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";240;"Ungarn";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";244;"Tschechische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";265;"Ukraine";1;"Europa";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";230;"Polen";1;"Europa";1;"EU";11
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";232;"Rumänien";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";236;"Spanien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";243;"Slowakische Republik";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";264;"Russland";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";265;"Ukraine";1;"Europa";3;"Drittstaaten";9
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";406;"Brasilien";3;"Amerika";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";207;"Deutschland";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";218;"Italien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";230;"Polen";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";231;"Portugal";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";232;"Rumänien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";236;"Spanien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";265;"Ukraine";1;"Europa";3;"Drittstaaten";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";218;"Italien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";230;"Polen";1;"Europa";1;"EU";9
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";231;"Portugal";1;"Europa";1;"EU";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";232;"Rumänien";1;"Europa";1;"EU";11
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";240;"Ungarn";1;"Europa";1;"EU";5
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";265;"Ukraine";1;"Europa";3;"Drittstaaten";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";19;"Aargau";406;"Brasilien";3;"Amerika";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";214;"Griechenland";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";230;"Polen";1;"Europa";1;"EU";32
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";231;"Portugal";1;"Europa";1;"EU";6
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";232;"Rumänien";1;"Europa";1;"EU";24
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";236;"Spanien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";240;"Ungarn";1;"Europa";1;"EU";9
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";243;"Slowakische Republik";1;"Europa";1;"EU";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";244;"Tschechische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";20;"Thurgau";406;"Brasilien";3;"Amerika";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";21;"Tessin";231;"Portugal";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";205;"Bulgarien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";212;"Frankreich";1;"Europa";1;"EU";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";216;"Irland";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";230;"Polen";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";231;"Portugal";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";22;"Waadt";232;"Rumänien";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";204;"Belgien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";207;"Deutschland";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";212;"Frankreich";1;"Europa";1;"EU";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";215;"Vereinigtes Königreich";1;"Europa";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";218;"Italien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";230;"Polen";1;"Europa";1;"EU";4
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";231;"Portugal";1;"Europa";1;"EU";16
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";232;"Rumänien";1;"Europa";1;"EU";13
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";250;"Kroatien";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";23;"Wallis";314;"Guinea-Bissau";2;"Afrika";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";25;"Genf";230;"Polen";1;"Europa";1;"EU";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";25;"Genf";236;"Spanien";1;"Europa";1;"EU";6
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";26;"Jura";230;"Polen";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";229;"Österreich";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";230;"Polen";1;"Europa";1;"EU";10
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";231;"Portugal";1;"Europa";1;"EU";5
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";232;"Rumänien";1;"Europa";1;"EU";6
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";240;"Ungarn";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";264;"Russland";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";265;"Ukraine";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";1;"Zürich";406;"Brasilien";3;"Amerika";3;"Drittstaaten";2
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";218;"Italien";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";230;"Polen";1;"Europa";1;"EU";10
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";231;"Portugal";1;"Europa";1;"EU";3
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";232;"Rumänien";1;"Europa";1;"EU";6
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";240;"Ungarn";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";2;"Bern";264;"Russland";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";3;"Luzern";230;"Polen";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";3;"Luzern";243;"Slowakische Republik";1;"Europa";1;"EU";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";3;"Luzern";265;"Ukraine";1;"Europa";3;"Drittstaaten";1
2021;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";1;"Weiblich";5;"Schwyz";265;"Ukraine";1;"Europa";3;"Drittstaaten";1
